17-03-2024 05:47:13,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,91,89,PrettyLights,1,50,10.3.1
17-03-2024 05:47:18,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,87,88,PrettyLights,1,50,10.3.1
17-03-2024 05:47:23,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,90,89,PrettyLights,1,50,10.3.1
17-03-2024 05:47:32,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,94,91,PrettyLights,1,50,10.3.1
17-03-2024 05:47:37,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,91,91,PrettyLights,1,50,10.3.1
17-03-2024 05:47:42,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,97,91,PrettyLights,1,50,10.3.1
17-03-2024 05:47:47,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,98,92,PrettyLights,1,50,10.3.1
17-03-2024 05:47:57,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,87,92,PrettyLights,1,50,10.3.1
17-03-2024 05:48:03,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,87,92,PrettyLights,1,50,10.3.1
17-03-2024 05:48:08,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,92,92,PrettyLights,1,50,10.3.1
17-03-2024 05:48:13,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,85,91,PrettyLights,1,50,10.3.1
17-03-2024 05:48:18,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,85,90,PrettyLights,1,50,10.3.1
17-03-2024 05:48:23,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,91,89,PrettyLights,1,50,10.3.1
17-03-2024 05:48:33,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,88,87,PrettyLights,1,50,10.3.1
17-03-2024 05:48:38,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,91,88,PrettyLights,1,50,10.3.1
17-03-2024 05:48:43,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,93,89,PrettyLights,1,50,10.3.1
17-03-2024 05:48:48,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,90,88,PrettyLights,1,50,10.3.1
17-03-2024 05:48:53,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,87,89,PrettyLights,1,50,10.3.1
17-03-2024 05:49:03,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,88,89,PrettyLights,1,50,10.3.1
17-03-2024 05:49:07,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,85,88,PrettyLights,1,50,10.3.1
17-03-2024 05:49:12,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,87,88,PrettyLights,1,50,10.3.1
17-03-2024 05:49:17,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,87,88,PrettyLights,1,50,10.3.1
17-03-2024 05:49:27,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,89,87,PrettyLights,1,50,10.3.1
17-03-2024 05:49:32,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,85,87,PrettyLights,1,50,10.3.1
17-03-2024 05:49:38,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,85,86,PrettyLights,1,50,10.3.1
17-03-2024 05:49:43,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,83,86,PrettyLights,1,50,10.3.1
17-03-2024 05:49:48,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,82,85,PrettyLights,1,50,10.3.1
17-03-2024 05:49:53,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,86,85,PrettyLights,1,50,10.3.1
17-03-2024 05:50:03,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,89,85,PrettyLights,1,50,10.3.1
17-03-2024 05:50:08,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,87,85,PrettyLights,1,50,10.3.1
17-03-2024 05:50:13,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,87,85,PrettyLights,1,50,10.3.1
17-03-2024 05:50:18,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,86,86,PrettyLights,1,50,10.3.1
17-03-2024 05:50:23,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,86,86,PrettyLights,1,50,10.3.1
17-03-2024 05:50:33,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,83,86,PrettyLights,1,50,10.3.1
17-03-2024 05:50:37,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,91,86,PrettyLights,1,50,10.3.1
17-03-2024 05:50:42,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,85,86,PrettyLights,1,50,10.3.1
17-03-2024 05:50:47,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,88,86,PrettyLights,1,50,10.3.1
17-03-2024 05:50:57,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,97,87,PrettyLights,1,50,10.3.1
17-03-2024 05:51:02,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,93,88,PrettyLights,1,50,10.3.1
17-03-2024 05:51:08,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,84,88,PrettyLights,1,50,10.3.1
17-03-2024 05:51:13,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,89,89,PrettyLights,1,50,10.3.1
17-03-2024 05:51:18,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,87,88,PrettyLights,1,50,10.3.1
17-03-2024 05:51:23,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,87,89,PrettyLights,1,50,10.3.1
17-03-2024 05:51:33,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,82,87,PrettyLights,1,50,10.3.1
17-03-2024 05:51:38,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,83,86,PrettyLights,1,50,10.3.1
17-03-2024 05:51:43,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,84,84,PrettyLights,1,50,10.3.1
17-03-2024 05:51:48,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,79,84,PrettyLights,1,50,10.3.1
17-03-2024 05:51:53,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,87,84,PrettyLights,1,50,10.3.1
17-03-2024 05:52:03,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,81,83,PrettyLights,1,50,10.3.1
17-03-2024 05:52:07,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,84,83,PrettyLights,1,50,10.3.1
17-03-2024 05:52:12,heartrate,,testtonk ,23AA7F22-6E1C-4D6F-A1C8-E84C2909E66E,CROWDINPERSON,,83,83,PrettyLights,1,50,10.3.1
